dataset_id,exposure_id,acquisition_index,setting_index,t_setting,s_eV2,beta_open_channel,channel_open,start_tdc_ns,stop_tdc_ns,pulse_count,pulse_period_ns,signal_gate_width_ns,live_time_s,cycle_type,calibration_id,clock_calibration_id,response_kernel_version,randomization_key,quality_mask
SIM-0001,EXP-0001-0020,10,19,0.512992784003,0.0004512992784,0.337150112189,1,2026081210000000000,2026081220000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0006,11,5,0.015,0.0004015,0.0611227456628,1,2026081221000000000,2026081231000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0023,12,22,1.09352779671,0.000509352779671,0.463346165408,1,2026081232000000000,2026081242000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0022,13,21,0.849683079879,0.000484968307988,0.418573573205,1,2026081243000000000,2026081253000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0017,14,16,0.240653778744,0.000424065377874,0.238220940195,1,2026081254000000000,2026081264000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0004,15,3,-0.12,0.000388,0,0,2026081265000000000,2026081275000000000,10000,1000000,200,10,BELOW_THRESHOLD_CONTROL,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0003,16,2,-0.25,0.000375,0,0,2026081276000000000,2026081286000000000,10000,1000000,200,10,BELOW_THRESHOLD_CONTROL,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0015,17,14,0.145293762889,0.000414529376289,0.187217236026,1,2026081287000000000,2026081297000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0021,18,20,0.660213063084,0.000466021306308,0.376390947793,1,2026081298000000000,2026081308000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0010,19,9,0.0411512173129,0.000404115121731,0.10091106566,1,2026081309000000000,2026081319000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0013,20,12,0.0877205321464,0.000408772053215,0.14649069201,1,2026081320000000000,2026081330000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0014,21,13,0.112894845756,0.000411289484576,0.165677393802,1,2026081331000000000,2026081341000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0011,22,10,0.0529609228025,0.00040529609228,0.114311931675,1,2026081342000000000,2026081352000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0016,23,15,0.186990622939,0.000418699062294,0.211328913434,1,2026081353000000000,2026081363000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0024,24,23,1.40735183563,0.000540735183563,0.510163082142,1,2026081364000000000,2026081374000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0008,25,7,0.0248448839742,0.000402484488397,0.0785676770212,1,2026081375000000000,2026081385000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0001,EXP-0001-0018,26,17,0.309717355413,0.000430971735541,0.268076272882,1,2026081386000000000,2026081396000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0023,0,22,1.09352779671,0.000509352779671,0.463346165408,1,2026082100000000000,2026082110000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0002,1,1,-0.4,0.00036,0,0,2026082111000000000,2026082121000000000,10000,1000000,200,10,BELOW_THRESHOLD_CONTROL,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0016,2,15,0.186990622939,0.000418699062294,0.211328913434,1,2026082122000000000,2026082132000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0012,3,11,0.0681598146359,0.000406815981464,0.129439014455,1,2026082133000000000,2026082143000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0018,4,17,0.309717355413,0.000430971735541,0.268076272882,1,2026082144000000000,2026082154000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0011,5,10,0.0529609228025,0.00040529609228,0.114311931675,1,2026082155000000000,2026082165000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0001,6,0,-0.6,0.00034,0,0,2026082166000000000,2026082176000000000,10000,1000000,200,10,BELOW_THRESHOLD_CONTROL,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0005,7,4,-0.04,0.000396,0,0,2026082177000000000,2026082187000000000,10000,1000000,200,10,BELOW_THRESHOLD_CONTROL,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0027,8,26,3,0.0007,0.654653670708,1,2026082188000000000,2026082198000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0007,9,6,0.0193047470746,0.000401930474707,0.0693037268978,1,2026082199000000000,2026082209000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0022,10,21,0.849683079879,0.000484968307988,0.418573573205,1,2026082210000000000,2026082220000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0010,11,9,0.0411512173129,0.000404115121731,0.10091106566,1,2026082221000000000,2026082231000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0017,12,16,0.240653778744,0.000424065377874,0.238220940195,1,2026082232000000000,2026082242000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0021,13,20,0.660213063084,0.000466021306308,0.376390947793,1,2026082243000000000,2026082253000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0004,14,3,-0.12,0.000388,0,0,2026082254000000000,2026082264000000000,10000,1000000,200,10,BELOW_THRESHOLD_CONTROL,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0006,15,5,0.015,0.0004015,0.0611227456628,1,2026082265000000000,2026082275000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0025,16,24,1.81123808212,0.000581123808212,0.558281756408,1,2026082276000000000,2026082286000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0003,17,2,-0.25,0.000375,0,0,2026082287000000000,2026082297000000000,10000,1000000,200,10,BELOW_THRESHOLD_CONTROL,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0014,18,13,0.112894845756,0.000411289484576,0.165677393802,1,2026082298000000000,2026082308000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0024,19,23,1.40735183563,0.000540735183563,0.510163082142,1,2026082309000000000,2026082319000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0015,20,14,0.145293762889,0.000414529376289,0.187217236026,1,2026082320000000000,2026082330000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0020,21,19,0.512992784003,0.0004512992784,0.337150112189,1,2026082331000000000,2026082341000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0026,22,25,2.33103287115,0.000633103287115,0.606787903885,1,2026082342000000000,2026082352000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0009,23,8,0.031974946748,0.000403197494675,0.089052476711,1,2026082353000000000,2026082363000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0019,24,18,0.398601014057,0.000439860101406,0.301031480571,1,2026082364000000000,2026082374000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0008,25,7,0.0248448839742,0.000402484488397,0.0785676770212,1,2026082375000000000,2026082385000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0002,EXP-0002-0013,26,12,0.0877205321464,0.000408772053215,0.14649069201,1,2026082386000000000,2026082396000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0005,0,4,-0.04,0.000396,0,0,2026083100000000000,2026083110000000000,10000,1000000,200,10,BELOW_THRESHOLD_CONTROL,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0025,1,24,1.81123808212,0.000581123808212,0.558281756408,1,2026083111000000000,2026083121000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0019,2,18,0.398601014057,0.000439860101406,0.301031480571,1,2026083122000000000,2026083132000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0024,3,23,1.40735183563,0.000540735183563,0.510163082142,1,2026083133000000000,2026083143000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0007,4,6,0.0193047470746,0.000401930474707,0.0693037268978,1,2026083144000000000,2026083154000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0022,5,21,0.849683079879,0.000484968307988,0.418573573205,1,2026083155000000000,2026083165000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0004,6,3,-0.12,0.000388,0,0,2026083166000000000,2026083176000000000,10000,1000000,200,10,BELOW_THRESHOLD_CONTROL,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0001,7,0,-0.6,0.00034,0,0,2026083177000000000,2026083187000000000,10000,1000000,200,10,BELOW_THRESHOLD_CONTROL,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0009,8,8,0.031974946748,0.000403197494675,0.089052476711,1,2026083188000000000,2026083198000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0003,9,2,-0.25,0.000375,0,0,2026083199000000000,2026083209000000000,10000,1000000,200,10,BELOW_THRESHOLD_CONTROL,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0014,10,13,0.112894845756,0.000411289484576,0.165677393802,1,2026083210000000000,2026083220000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0018,11,17,0.309717355413,0.000430971735541,0.268076272882,1,2026083221000000000,2026083231000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0017,12,16,0.240653778744,0.000424065377874,0.238220940195,1,2026083232000000000,2026083242000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0006,13,5,0.015,0.0004015,0.0611227456628,1,2026083243000000000,2026083253000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0010,14,9,0.0411512173129,0.000404115121731,0.10091106566,1,2026083254000000000,2026083264000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0020,15,19,0.512992784003,0.0004512992784,0.337150112189,1,2026083265000000000,2026083275000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0023,16,22,1.09352779671,0.000509352779671,0.463346165408,1,2026083276000000000,2026083286000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0015,17,14,0.145293762889,0.000414529376289,0.187217236026,1,2026083287000000000,2026083297000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0013,18,12,0.0877205321464,0.000408772053215,0.14649069201,1,2026083298000000000,2026083308000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0008,19,7,0.0248448839742,0.000402484488397,0.0785676770212,1,2026083309000000000,2026083319000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0021,20,20,0.660213063084,0.000466021306308,0.376390947793,1,2026083320000000000,2026083330000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0016,21,15,0.186990622939,0.000418699062294,0.211328913434,1,2026083331000000000,2026083341000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0027,22,26,3,0.0007,0.654653670708,1,2026083342000000000,2026083352000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0002,23,1,-0.4,0.00036,0,0,2026083353000000000,2026083363000000000,10000,1000000,200,10,BELOW_THRESHOLD_CONTROL,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0012,24,11,0.0681598146359,0.000406815981464,0.129439014455,1,2026083364000000000,2026083374000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0026,25,25,2.33103287115,0.000633103287115,0.606787903885,1,2026083375000000000,2026083385000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
SIM-0003,EXP-0003-0011,26,10,0.0529609228025,0.00040529609228,0.114311931675,1,2026083386000000000,2026083396000000000,10000,1000000,200,10,PHYSICS_CANDIDATE,CAL-20260811-001,CLOCK-20260811-001,equal-diagonal-PL-v2,ORDER-20260811-001,PASS
