bin_id,dataset_id,true_hypothesis,poisson_seed,expected_signal,expected_background,expected_total
BIN-0001-0007-01,SIM-0001,D,20260811,1.96438137407,0.722521303296,2.68690267737
BIN-0001-0007-02,SIM-0001,D,20260811,1.24568755084,0.722521303296,1.96820885413
BIN-0001-0007-03,SIM-0001,D,20260811,1.63799691819,0.722521303296,2.36051822148
BIN-0001-0007-04,SIM-0001,D,20260811,1.57207200673,0.722521303296,2.29459331002
BIN-0001-0007-05,SIM-0001,D,20260811,1.60503446246,0.722521303296,2.32755576575
BIN-0001-0007-06,SIM-0001,D,20260811,1.60503446246,0.722521303296,2.32755576575
BIN-0001-0008-01,SIM-0001,D,20260811,2.2472732296,0.722838456253,2.97011168586
BIN-0001-0008-02,SIM-0001,D,20260811,1.42571682725,0.722838456253,2.1485552835
BIN-0001-0008-03,SIM-0001,D,20260811,1.87416998335,0.722838456253,2.59700843961
BIN-0001-0008-04,SIM-0001,D,20260811,1.7988200735,0.722838456253,2.52165852975
BIN-0001-0008-05,SIM-0001,D,20260811,1.83649502843,0.722838456253,2.55933348468
BIN-0001-0008-06,SIM-0001,D,20260811,1.83649502843,0.722838456253,2.55933348468
BIN-0001-0009-01,SIM-0001,D,20260811,2.60165902906,0.723246075424,3.32490510448
BIN-0001-0009-02,SIM-0001,D,20260811,1.65158613101,0.723246075424,2.37483220643
BIN-0001-0009-03,SIM-0001,D,20260811,2.17018250478,0.723246075424,2.8934285802
BIN-0001-0009-04,SIM-0001,D,20260811,2.08306265529,0.723246075424,2.80630873071
BIN-0001-0009-05,SIM-0001,D,20260811,2.12662258003,0.723246075424,2.84986865546
BIN-0001-0009-06,SIM-0001,D,20260811,2.12662258003,0.723246075424,2.84986865546
BIN-0001-0010-01,SIM-0001,D,20260811,3.02867554698,0.723769759264,3.75244530625
BIN-0001-0010-02,SIM-0001,D,20260811,1.92438719858,0.723769759264,2.64815695784
BIN-0001-0010-03,SIM-0001,D,20260811,2.52714775833,0.723769759264,3.25091751759
BIN-0001-0010-04,SIM-0001,D,20260811,2.42591498723,0.723769759264,3.14968474649
BIN-0001-0010-05,SIM-0001,D,20260811,2.47653137278,0.723769759264,3.20030113204
BIN-0001-0010-06,SIM-0001,D,20260811,2.47653137278,0.723769759264,3.20030113204
BIN-0001-0011-01,SIM-0001,D,20260811,3.51959683276,0.724442211541,4.2440390443
BIN-0001-0011-02,SIM-0001,D,20260811,2.23915542982,0.724442211541,2.96359764136
BIN-0001-0011-03,SIM-0001,D,20260811,2.93804328557,0.724442211541,3.66248549711
BIN-0001-0011-04,SIM-0001,D,20260811,2.820708977,0.724442211541,3.54515118854
BIN-0001-0011-05,SIM-0001,D,20260811,2.87937613129,0.724442211541,3.60381834283
BIN-0001-0011-06,SIM-0001,D,20260811,2.87937613129,0.724442211541,3.60381834283
BIN-0001-0012-01,SIM-0001,D,20260811,4.06248209723,0.725305119761,4.78778721699
BIN-0001-0012-02,SIM-0001,D,20260811,2.58912117721,0.725305119761,3.31442629698
BIN-0001-0012-03,SIM-0001,D,20260811,3.39327010773,0.725305119761,4.11857522749
BIN-0001-0012-04,SIM-0001,D,20260811,3.25833316671,0.725305119761,3.98363828647
BIN-0001-0012-05,SIM-0001,D,20260811,3.32580163722,0.725305119761,4.05110675698
BIN-0001-0012-06,SIM-0001,D,20260811,3.32580163722,0.725305119761,4.05110675698
BIN-0001-0013-01,SIM-0001,D,20260811,4.65708774943,0.726411464387,5.38349921382
BIN-0001-0013-02,SIM-0001,D,20260811,2.97519986062,0.726411464387,3.70161132501
BIN-0001-0013-03,SIM-0001,D,20260811,3.89310219674,0.726411464387,4.61951366113
BIN-0001-0013-04,SIM-0001,D,20260811,3.73918541331,0.726411464387,4.4655968777
BIN-0001-0013-05,SIM-0001,D,20260811,3.81614380503,0.726411464387,4.54255526941
BIN-0001-0013-06,SIM-0001,D,20260811,3.81614380503,0.726411464387,4.54255526941
BIN-0001-0014-01,SIM-0001,D,20260811,5.31774230618,0.727828308258,6.04557061444
BIN-0001-0014-02,SIM-0001,D,20260811,3.40795636416,0.727828308258,4.13578467242
BIN-0001-0014-03,SIM-0001,D,20260811,4.45014672829,0.727828308258,5.17797503654
BIN-0001-0014-04,SIM-0001,D,20260811,4.27555194206,0.727828308258,5.00338025031
BIN-0001-0014-05,SIM-0001,D,20260811,4.36284933517,0.727828308258,5.09067764343
BIN-0001-0014-06,SIM-0001,D,20260811,4.36284933517,0.727828308258,5.09067764343
BIN-0001-0015-01,SIM-0001,D,20260811,6.06235025705,0.729640077576,6.79199033463
BIN-0001-0015-02,SIM-0001,D,20260811,3.90088050101,0.729640077576,4.63052057859
BIN-0001-0015-03,SIM-0001,D,20260811,5.08028579164,0.729640077576,5.80992586921
BIN-0001-0015-04,SIM-0001,D,20260811,4.88294496643,0.729640077576,5.61258504401
BIN-0001-0015-05,SIM-0001,D,20260811,4.98161537903,0.729640077576,5.71125545661
BIN-0001-0015-06,SIM-0001,D,20260811,4.98161537903,0.729640077576,5.71125545661
BIN-0001-0016-01,SIM-0001,D,20260811,6.90816308959,0.731952258676,7.64011534826
BIN-0001-0016-02,SIM-0001,D,20260811,4.46799373462,0.731952258676,5.19994599329
BIN-0001-0016-03,SIM-0001,D,20260811,5.79927870104,0.731952258676,6.53123095972
BIN-0001-0016-04,SIM-0001,D,20260811,5.57687812317,0.731952258676,6.30883038184
BIN-0001-0016-05,SIM-0001,D,20260811,5.6880784121,0.731952258676,6.42003067078
BIN-0001-0016-06,SIM-0001,D,20260811,5.6880784121,0.731952258676,6.42003067078
BIN-0001-0017-01,SIM-0001,D,20260811,7.87379733913,0.734895255224,8.60869259435
BIN-0001-0017-02,SIM-0001,D,20260811,5.12549867621,0.734895255224,5.86039393143
BIN-0001-0017-03,SIM-0001,D,20260811,6.6246096365,0.734895255224,7.35950489173
BIN-0001-0017-04,SIM-0001,D,20260811,6.37468637884,0.734895255224,7.10958163406
BIN-0001-0017-05,SIM-0001,D,20260811,6.49964800767,0.734895255224,7.23454326289
BIN-0001-0017-06,SIM-0001,D,20260811,6.49964800767,0.734895255224,7.23454326289
BIN-0001-0018-01,SIM-0001,D,20260811,8.98107911939,0.738627799156,9.71970691855
BIN-0001-0018-02,SIM-0001,D,20260811,5.89344482231,0.738627799156,6.63207262146
BIN-0001-0018-03,SIM-0001,D,20260811,7.57724690481,0.738627799156,8.31587470397
BIN-0001-0018-04,SIM-0001,D,20260811,7.29727703689,0.738627799156,8.03590483604
BIN-0001-0018-05,SIM-0001,D,20260811,7.43726197085,0.738627799156,8.17588977
BIN-0001-0018-06,SIM-0001,D,20260811,7.43726197085,0.738627799156,8.17588977
BIN-0001-0019-01,SIM-0001,D,20260811,10.2564821779,0.743338639784,10.9998208177
BIN-0001-0019-02,SIM-0001,D,20260811,6.79730469396,0.743338639784,7.54064333375
BIN-0001-0019-03,SIM-0001,D,20260811,8.68313824971,0.743338639784,9.42647688949
BIN-0001-0019-04,SIM-0001,D,20260811,8.37064862214,0.743338639784,9.11398726193
BIN-0001-0019-05,SIM-0001,D,20260811,8.52689343593,0.743338639784,9.27023207571
BIN-0001-0019-06,SIM-0001,D,20260811,8.52689343593,0.743338639784,9.27023207571
BIN-0001-0020-01,SIM-0001,D,20260811,11.7329829016,0.749243981996,12.4822268836
BIN-0001-0020-02,SIM-0001,D,20260811,7.86999964782,0.749243981996,8.61924362982
BIN-0001-0020-03,SIM-0001,D,20260811,9.97513645097,0.749243981996,10.724380433
BIN-0001-0020-04,SIM-0001,D,20260811,9.62784609841,0.749243981996,10.3770900804
BIN-0001-0020-05,SIM-0001,D,20260811,9.80149127469,0.749243981996,10.5507352567
BIN-0001-0020-06,SIM-0001,D,20260811,9.80149127469,0.749243981996,10.5507352567
BIN-0001-0021-01,SIM-0001,D,20260811,13.4525031153,0.756575816986,14.2090789323
BIN-0001-0021-02,SIM-0001,D,20260811,9.15451156801,0.756575816986,9.911087385
BIN-0001-0021-03,SIM-0001,D,20260811,11.4955100979,0.756575816986,12.2520859149
BIN-0001-0021-04,SIM-0001,D,20260811,11.1115045854,0.756575816986,11.8680804024
BIN-0001-0021-05,SIM-0001,D,20260811,11.3035073417,0.756575816986,12.0600831586
BIN-0001-0021-06,SIM-0001,D,20260811,11.3035073417,0.756575816986,12.0600831586
BIN-0001-0022-01,SIM-0001,D,20260811,15.4693032029,0.765552002419,16.2348552053
BIN-0001-0022-02,SIM-0001,D,20260811,10.707315115,0.765552002419,11.4728671174
BIN-0001-0022-03,SIM-0001,D,20260811,13.2993439649,0.765552002419,14.0648959674
BIN-0001-0022-04,SIM-0001,D,20260811,12.877274353,0.765552002419,13.6428263554
BIN-0001-0022-05,SIM-0001,D,20260811,13.088309159,0.765552002419,13.8538611614
BIN-0001-0022-06,SIM-0001,D,20260811,13.088309159,0.765552002419,13.8538611614
BIN-0001-0023-01,SIM-0001,D,20260811,17.8546136204,0.776311145612,18.630924766
BIN-0001-0023-02,SIM-0001,D,20260811,12.6028144271,0.776311145612,13.3791255728
BIN-0001-0023-03,SIM-0001,D,20260811,15.4590697392,0.776311145612,16.2353808849
BIN-0001-0023-04,SIM-0001,D,20260811,14.9983583083,0.776311145612,15.7746694539
BIN-0001-0023-05,SIM-0001,D,20260811,15.2287140238,0.776311145612,16.0050251694
BIN-0001-0023-06,SIM-0001,D,20260811,15.2287140238,0.776311145612,16.0050251694
BIN-0001-0024-01,SIM-0001,D,20260811,20.7029089942,0.788781451946,21.4916904462
BIN-0001-0024-02,SIM-0001,D,20260811,14.939033468,0.788781451946,15.72781492
BIN-0001-0024-03,SIM-0001,D,20260811,18.0704609619,0.788781451946,18.8592424139
BIN-0001-0024-04,SIM-0001,D,20260811,17.5714815003,0.788781451946,18.3602629523
BIN-0001-0024-05,SIM-0001,D,20260811,17.8209712311,0.788781451946,18.6097526831
BIN-0001-0024-06,SIM-0001,D,20260811,17.8209712311,0.788781451946,18.6097526831
BIN-0001-0025-01,SIM-0001,D,20260811,24.1401804693,0.802429092468,24.9426095618
BIN-0001-0025-02,SIM-0001,D,20260811,17.8448132665,0.802429092468,18.647242359
BIN-0001-0025-03,SIM-0001,D,20260811,21.2604011073,0.802429092468,22.0628301998
BIN-0001-0025-04,SIM-0001,D,20260811,20.7245926286,0.802429092468,21.527021721
BIN-0001-0025-05,SIM-0001,D,20260811,20.9924968679,0.802429092468,21.7949259604
BIN-0001-0025-06,SIM-0001,D,20260811,20.9924968679,0.802429092468,21.7949259604
BIN-0001-0026-01,SIM-0001,D,20260811,28.3345528238,0.815795463952,29.1503482878
BIN-0001-0026-02,SIM-0001,D,20260811,21.4888401436,0.815795463952,22.3046356075
BIN-0001-0026-03,SIM-0001,D,20260811,25.1967602778,0.815795463952,26.0125557418
BIN-0001-0026-04,SIM-0001,D,20260811,24.6266326896,0.815795463952,25.4424281535
BIN-0001-0026-05,SIM-0001,D,20260811,24.9116964837,0.815795463952,25.7274919477
BIN-0001-0026-06,SIM-0001,D,20260811,24.9116964837,0.815795463952,25.7274919477
BIN-0001-0027-01,SIM-0001,D,20260811,33.5095527733,0.825691035458,34.3352438087
BIN-0001-0027-02,SIM-0001,D,20260811,26.0909353455,0.825691035458,26.9166263809
BIN-0001-0027-03,SIM-0001,D,20260811,30.1007413103,0.825691035458,30.9264323458
BIN-0001-0027-04,SIM-0001,D,20260811,29.4997468084,0.825691035458,30.3254378439
BIN-0001-0027-05,SIM-0001,D,20260811,29.8002440594,0.825691035458,30.6259350948
BIN-0001-0027-06,SIM-0001,D,20260811,29.8002440594,0.825691035458,30.6259350948
BIN-0002-0001-01,SIM-0002,M,20260811,0,0.684857265297,0.684857265297
BIN-0002-0001-02,SIM-0002,M,20260811,0,0.684857265297,0.684857265297
BIN-0002-0001-03,SIM-0002,M,20260811,0,0.684857265297,0.684857265297
BIN-0002-0001-04,SIM-0002,M,20260811,0,0.684857265297,0.684857265297
BIN-0002-0001-05,SIM-0002,M,20260811,0,0.684857265297,0.684857265297
BIN-0002-0001-06,SIM-0002,M,20260811,0,0.684857265297,0.684857265297
BIN-0002-0002-01,SIM-0002,M,20260811,0,0.697477511214,0.697477511214
BIN-0002-0002-02,SIM-0002,M,20260811,0,0.697477511214,0.697477511214
BIN-0002-0002-03,SIM-0002,M,20260811,0,0.697477511214,0.697477511214
BIN-0002-0002-04,SIM-0002,M,20260811,0,0.697477511214,0.697477511214
BIN-0002-0002-05,SIM-0002,M,20260811,0,0.697477511214,0.697477511214
BIN-0002-0002-06,SIM-0002,M,20260811,0,0.697477511214,0.697477511214
BIN-0002-0003-01,SIM-0002,M,20260811,0,0.706665552361,0.706665552361
BIN-0002-0003-02,SIM-0002,M,20260811,0,0.706665552361,0.706665552361
BIN-0002-0003-03,SIM-0002,M,20260811,0,0.706665552361,0.706665552361
BIN-0002-0003-04,SIM-0002,M,20260811,0,0.706665552361,0.706665552361
BIN-0002-0003-05,SIM-0002,M,20260811,0,0.706665552361,0.706665552361
BIN-0002-0003-06,SIM-0002,M,20260811,0,0.706665552361,0.706665552361
BIN-0002-0004-01,SIM-0002,M,20260811,6.65866125491e-07,0.714425321017,0.714425986883
BIN-0002-0004-02,SIM-0002,M,20260811,4.76314228916e-09,0.714425321017,0.71442532578
BIN-0002-0004-03,SIM-0002,M,20260811,3.69063831106e-07,0.714425321017,0.714425690081
BIN-0002-0004-04,SIM-0002,M,20260811,3.01565436674e-07,0.714425321017,0.714425622582
BIN-0002-0004-05,SIM-0002,M,20260811,3.3531463389e-07,0.714425321017,0.714425656331
BIN-0002-0004-06,SIM-0002,M,20260811,3.3531463389e-07,0.714425321017,0.714425656331
BIN-0002-0005-01,SIM-0002,M,20260811,0.0702522273176,0.719103016909,0.789355244227
BIN-0002-0005-02,SIM-0002,M,20260811,0.000842071418835,0.719103016909,0.719945088328
BIN-0002-0005-03,SIM-0002,M,20260811,0.0390894988852,0.719103016909,0.758192515794
BIN-0002-0005-04,SIM-0002,M,20260811,0.0320047998512,0.719103016909,0.75110781676
BIN-0002-0005-05,SIM-0002,M,20260811,0.0355471493682,0.719103016909,0.754650166277
BIN-0002-0005-06,SIM-0002,M,20260811,0.0355471493682,0.719103016909,0.754650166277
BIN-0002-0006-01,SIM-0002,M,20260811,1.54392448547,0.722274613765,2.26619909924
BIN-0002-0006-02,SIM-0002,M,20260811,0.0356310367549,0.722274613765,0.757905650519
BIN-0002-0006-03,SIM-0002,M,20260811,0.866701494349,0.722274613765,1.58897610811
BIN-0002-0006-04,SIM-0002,M,20260811,0.712854027881,0.722274613765,1.43512864165
BIN-0002-0006-05,SIM-0002,M,20260811,0.789777761115,0.722274613765,1.51205237488
BIN-0002-0006-06,SIM-0002,M,20260811,0.789777761115,0.722274613765,1.51205237488
BIN-0002-0007-01,SIM-0002,M,20260811,1.74036415255,0.722521303296,2.46288545585
BIN-0002-0007-02,SIM-0002,M,20260811,0.0426749350794,0.722521303296,0.765196238375
BIN-0002-0007-03,SIM-0002,M,20260811,0.978094837635,0.722521303296,1.70061614093
BIN-0002-0007-04,SIM-0002,M,20260811,0.804944249997,0.722521303296,1.52746555329
BIN-0002-0007-05,SIM-0002,M,20260811,0.891519543816,0.722521303296,1.61404084711
BIN-0002-0007-06,SIM-0002,M,20260811,0.891519543816,0.722521303296,1.61404084711
BIN-0002-0008-01,SIM-0002,M,20260811,1.99350758056,0.722838456253,2.71634603682
BIN-0002-0008-02,SIM-0002,M,20260811,0.0528664879639,0.722838456253,0.775704944217
BIN-0002-0008-03,SIM-0002,M,20260811,1.122139622,0.722838456253,1.84497807825
BIN-0002-0008-04,SIM-0002,M,20260811,0.924234446533,0.722838456253,1.64707290279
BIN-0002-0008-05,SIM-0002,M,20260811,1.02318703426,0.722838456253,1.74602549052
BIN-0002-0008-06,SIM-0002,M,20260811,1.02318703426,0.722838456253,1.74602549052
BIN-0002-0009-01,SIM-0002,M,20260811,2.311978318,0.723246075424,3.03522439342
BIN-0002-0009-02,SIM-0002,M,20260811,0.0678085935334,0.723246075424,0.791054668958
BIN-0002-0009-03,SIM-0002,M,20260811,1.3043028103,0.723246075424,2.02754888572
BIN-0002-0009-04,SIM-0002,M,20260811,1.07548410124,0.723246075424,1.79873017666
BIN-0002-0009-05,SIM-0002,M,20260811,1.18989345577,0.723246075424,1.91313953119
BIN-0002-0009-06,SIM-0002,M,20260811,1.18989345577,0.723246075424,1.91313953119
BIN-0002-0010-01,SIM-0002,M,20260811,2.69825143811,0.723769759264,3.42202119737
BIN-0002-0010-02,SIM-0002,M,20260811,0.0898864024692,0.723769759264,0.813656161733
BIN-0002-0010-03,SIM-0002,M,20260811,1.5270119415,0.723769759264,2.25078170076
BIN-0002-0010-04,SIM-0002,M,20260811,1.26112589908,0.723769759264,1.98489565834
BIN-0002-0010-05,SIM-0002,M,20260811,1.39406892029,0.723769759264,2.11783867955
BIN-0002-0010-06,SIM-0002,M,20260811,1.39406892029,0.723769759264,2.11783867955
BIN-0002-0011-01,SIM-0002,M,20260811,3.14685330354,0.724442211541,3.87129551508
BIN-0002-0011-02,SIM-0002,M,20260811,0.122536234559,0.724442211541,0.8469784461
BIN-0002-0011-03,SIM-0002,M,20260811,1.78878298874,0.724442211541,2.51322520028
BIN-0002-0011-04,SIM-0002,M,20260811,1.48060654937,0.724442211541,2.20504876091
BIN-0002-0011-05,SIM-0002,M,20260811,1.63469476905,0.724442211541,2.35913698059
BIN-0002-0011-06,SIM-0002,M,20260811,1.63469476905,0.724442211541,2.35913698059
BIN-0002-0012-01,SIM-0002,M,20260811,3.65040248534,0.725305119761,4.3757076051
BIN-0002-0012-02,SIM-0002,M,20260811,0.170626302026,0.725305119761,0.895931421788
BIN-0002-0012-03,SIM-0002,M,20260811,2.08771911125,0.725305119761,2.81302423101
BIN-0002-0012-04,SIM-0002,M,20260811,1.73330967612,0.725305119761,2.45861479588
BIN-0002-0012-05,SIM-0002,M,20260811,1.91051439368,0.725305119761,2.63581951344
BIN-0002-0012-06,SIM-0002,M,20260811,1.91051439368,0.725305119761,2.63581951344
BIN-0002-0013-01,SIM-0002,M,20260811,4.21297417564,0.726411464387,4.93938564003
BIN-0002-0013-02,SIM-0002,M,20260811,0.241013974684,0.726411464387,0.967425439071
BIN-0002-0013-03,SIM-0002,M,20260811,2.42912389914,0.726411464387,3.15553536353
BIN-0002-0013-04,SIM-0002,M,20260811,2.02486425118,0.726411464387,2.75127571557
BIN-0002-0013-05,SIM-0002,M,20260811,2.22699407516,0.726411464387,2.95340553955
BIN-0002-0013-06,SIM-0002,M,20260811,2.22699407516,0.726411464387,2.95340553955
BIN-0002-0014-01,SIM-0002,M,20260811,4.85323934578,0.727828308258,5.58106765403
BIN-0002-0014-02,SIM-0002,M,20260811,0.343538589512,0.727828308258,1.07136689777
BIN-0002-0014-03,SIM-0002,M,20260811,2.82767399181,0.727828308258,3.55550230007
BIN-0002-0014-04,SIM-0002,M,20260811,2.36910394348,0.727828308258,3.09693225173
BIN-0002-0014-05,SIM-0002,M,20260811,2.59838896764,0.727828308258,3.3262172759
BIN-0002-0014-06,SIM-0002,M,20260811,2.59838896764,0.727828308258,3.3262172759
BIN-0002-0015-01,SIM-0002,M,20260811,5.595766809,0.729640077576,6.32540688657
BIN-0002-0015-02,SIM-0002,M,20260811,0.492421503392,0.729640077576,1.22206158097
BIN-0002-0015-03,SIM-0002,M,20260811,3.30325021035,0.729640077576,4.03289028793
BIN-0002-0015-04,SIM-0002,M,20260811,2.78493810203,0.729640077576,3.51457817961
BIN-0002-0015-05,SIM-0002,M,20260811,3.04409415619,0.729640077576,3.77373423377
BIN-0002-0015-06,SIM-0002,M,20260811,3.04409415619,0.729640077576,3.77373423377
BIN-0002-0016-01,SIM-0002,M,20260811,6.46853220447,0.731952258676,7.20048446315
BIN-0002-0016-02,SIM-0002,M,20260811,0.708117815683,0.731952258676,1.44007007436
BIN-0002-0016-03,SIM-0002,M,20260811,3.88039055782,0.731952258676,4.61234281649
BIN-0002-0016-04,SIM-0002,M,20260811,3.29625946234,0.731952258676,4.02821172102
BIN-0002-0016-05,SIM-0002,M,20260811,3.58832501008,0.731952258676,4.32027726875
BIN-0002-0016-06,SIM-0002,M,20260811,3.58832501008,0.731952258676,4.32027726875
BIN-0002-0017-01,SIM-0002,M,20260811,7.50637773596,0.734895255224,8.24127299118
BIN-0002-0017-02,SIM-0002,M,20260811,1.01991036822,0.734895255224,1.75480562344
BIN-0002-0017-03,SIM-0002,M,20260811,4.59135351017,0.734895255224,5.3262487654
BIN-0002-0017-04,SIM-0002,M,20260811,3.934934594,0.734895255224,4.66982984923
BIN-0002-0017-05,SIM-0002,M,20260811,4.26314405209,0.734895255224,4.99803930731
BIN-0002-0017-06,SIM-0002,M,20260811,4.26314405209,0.734895255224,4.99803930731
BIN-0002-0018-01,SIM-0002,M,20260811,8.75497621386,0.738627799156,9.49360401302
BIN-0002-0018-02,SIM-0002,M,20260811,1.46945311194,0.738627799156,2.20808091109
BIN-0002-0018-03,SIM-0002,M,20260811,5.4798825602,0.738627799156,6.21851035936
BIN-0002-0018-04,SIM-0002,M,20260811,4.7445467656,0.738627799156,5.48317456475
BIN-0002-0018-05,SIM-0002,M,20260811,5.1122146629,0.738627799156,5.85084246206
BIN-0002-0018-06,SIM-0002,M,20260811,5.1122146629,0.738627799156,5.85084246206
BIN-0002-0019-01,SIM-0002,M,20260811,10.2753678307,0.743338639784,11.0187064705
BIN-0002-0019-02,SIM-0002,M,20260811,2.11562834877,0.743338639784,2.85896698855
BIN-0002-0019-03,SIM-0002,M,20260811,6.60587226732,0.743338639784,7.3492109071
BIN-0002-0019-04,SIM-0002,M,20260811,5.78512391217,0.743338639784,6.52846255195
BIN-0002-0019-05,SIM-0002,M,20260811,6.19549808974,0.743338639784,6.93883672953
BIN-0002-0019-06,SIM-0002,M,20260811,6.19549808974,0.743338639784,6.93883672953
BIN-0002-0020-01,SIM-0002,M,20260811,12.1500252712,0.749243981996,12.8992692532
BIN-0002-0020-02,SIM-0002,M,20260811,3.04099418279,0.749243981996,3.79023816478
BIN-0002-0020-03,SIM-0002,M,20260811,8.05158564195,0.749243981996,8.80082962395
BIN-0002-0020-04,SIM-0002,M,20260811,7.13943381202,0.749243981996,7.88867779401
BIN-0002-0020-05,SIM-0002,M,20260811,7.59550972698,0.749243981996,8.34475370898
BIN-0002-0020-06,SIM-0002,M,20260811,7.59550972698,0.749243981996,8.34475370898
BIN-0002-0021-01,SIM-0002,M,20260811,14.4909363408,0.756575816986,15.2475121578
BIN-0002-0021-02,SIM-0002,M,20260811,4.36021815208,0.756575816986,5.11679396907
BIN-0002-0021-03,SIM-0002,M,20260811,9.92986901325,0.756575816986,10.6864448302
BIN-0002-0021-04,SIM-0002,M,20260811,8.92128547959,0.756575816986,9.67786129658
BIN-0002-0021-05,SIM-0002,M,20260811,9.42557724642,0.756575816986,10.1821530634
BIN-0002-0021-06,SIM-0002,M,20260811,9.42557724642,0.756575816986,10.1821530634
BIN-0002-0022-01,SIM-0002,M,20260811,17.4503254591,0.765552002419,18.2158774615
BIN-0002-0022-02,SIM-0002,M,20260811,6.23080096128,0.765552002419,6.9963529637
BIN-0002-0022-03,SIM-0002,M,20260811,12.3948423113,0.765552002419,13.1603943137
BIN-0002-0022-04,SIM-0002,M,20260811,11.286284109,0.765552002419,12.0518361115
BIN-0002-0022-05,SIM-0002,M,20260811,11.8405632102,0.765552002419,12.6061152126
BIN-0002-0022-06,SIM-0002,M,20260811,11.8405632102,0.765552002419,12.6061152126
BIN-0002-0023-01,SIM-0002,M,20260811,21.2345783303,0.776311145612,22.0108894759
BIN-0002-0023-02,SIM-0002,M,20260811,8.86639170073,0.776311145612,9.64270284634
BIN-0002-0023-03,SIM-0002,M,20260811,15.655510136,0.776311145612,16.4318212816
BIN-0002-0023-04,SIM-0002,M,20260811,14.4454598951,0.776311145612,15.2217710407
BIN-0002-0023-05,SIM-0002,M,20260811,15.0504850155,0.776311145612,15.8267961611
BIN-0002-0023-06,SIM-0002,M,20260811,15.0504850155,0.776311145612,15.8267961611
BIN-0002-0024-01,SIM-0002,M,20260811,26.1219242332,0.788781451946,26.9107056852
BIN-0002-0024-02,SIM-0002,M,20260811,12.5528700644,0.788781451946,13.3416515164
BIN-0002-0024-03,SIM-0002,M,20260811,19.9926774145,0.788781451946,20.7814588664
BIN-0002-0024-04,SIM-0002,M,20260811,18.6821168832,0.788781451946,19.4708983351
BIN-0002-0024-05,SIM-0002,M,20260811,19.3373971488,0.788781451946,20.1261786008
